time,side,price
0,sell,100.74835707650561
0,buy,99.74835707650561
1,sell,100.71891107930642
1,buy,99.63953877253363
1,buy,99.63953877253363
2,buy,99.6681403480719
3,sell,100.27371482761356
3,sell,100.27371482761356
3,sell,100.27371482761356
3,buy,99.13352687053265
3,sell,100.27371482761356
3,buy,99.13352687053265
3,buy,99.13352687053265
4,sell,101.19994130380627
4,buy,99.94158123734852
4,buy,99.94158123734852
5,sell,101.51996263692438
6,buy,99.88813966521042
6,buy,99.88813966521042
7,sell,100.95472314634833
7,sell,100.95472314634833
8,buy,99.34464155775824
8,buy,99.34464155775824
8,sell,100.47742442052909
8,buy,99.34464155775824
8,buy,99.34464155775824
9,buy,99.34423614115197
10,sell,101.68423904001438
10,buy,100.38123832721476
10,sell,101.68423904001438
10,buy,100.38123832721476
11,buy,100.46274657273021
11,buy,100.46274657273021
11,buy,100.46274657273021
11,sell,101.74970544495615
12,buy,99.71352303470393
12,sell,101.05837191054515
12,buy,99.71352303470393
12,buy,99.71352303470393
13,buy,100.75266031985835
13,sell,102.13958271449683
14,sell,102.19546580733295
14,sell,102.19546580733295
15,sell,102.4256490415932
15,sell,102.4256490415932
17,buy,101.01960682803167
17,sell,102.11555435106527
17,buy,101.01960682803167
17,buy,101.01960682803167
18,sell,101.50333671018907
19,sell,101.598108188957
19,buy,100.42571790558567
20,sell,101.51400777822094
22,sell,101.92897393680659
23,buy,100.75023876892689
23,sell,101.83863537047986
23,sell,101.83863537047986
24,sell,101.8035367364952
24,sell,101.8035367364952
24,sell,101.8035367364952
24,buy,100.72370143626745
25,sell,101.54230935571164
25,sell,101.54230935571164
25,buy,100.43889647848658
26,buy,99.27990345748267
27,sell,100.7989546232324
27,sell,100.7989546232324
27,sell,100.7989546232324
28,sell,100.3800586804859
28,buy,99.14165876041135
28,buy,99.14165876041135
28,sell,100.3800586804859
28,buy,99.14165876041135
29,buy,98.63098209869541
29,buy,98.63098209869541
29,sell,99.86918733858745
30,buy,98.838223959814
32,sell,99.08900276972585
32,buy,97.75393081035847
32,sell,99.08900276972585
32,sell,99.08900276972585
33,buy,97.62200704852077
33,sell,98.95640244620964
33,sell,98.95640244620964
34,buy,96.28604649340801
34,buy,96.28604649340801
35,buy,96.18952305835299
35,buy,96.18952305835299
36,sell,98.8960006132955
37,sell,99.13080718152214
37,sell,99.13080718152214
37,sell,99.13080718152214
38,sell,98.3099267061148
38,sell,98.3099267061148
38,buy,96.9499534725687
38,buy,96.9499534725687
38,buy,96.9499534725687
39,buy,95.98584765484004
39,buy,95.98584765484004
40,buy,96.46625465305918
40,buy,96.46625465305918
41,sell,98.04299701832988
41,buy,96.76125027775723
42,sell,98.21971237924906
43,sell,98.03560683271935
43,sell,98.03560683271935
44,sell,97.95272063092801
44,buy,96.88973410460241
44,sell,97.95272063092801
45,buy,97.68184131305692
45,sell,98.87141405810901
46,sell,98.38278588248612
47,buy,97.72620570472996
47,buy,97.72620570472996
47,buy,97.72620570472996
47,buy,97.72620570472996
47,buy,97.72620570472996
47,buy,97.72620570472996
48,buy,98.61571866488788
49,sell,99.63571597295046
49,buy,98.36273930746691
49,sell,99.63571597295046
50,sell,99.02610664689217
50,buy,97.74345236778348
50,buy,97.74345236778348
50,buy,97.74345236778348
50,sell,99.02610664689217
51,buy,97.41884379059888
51,buy,97.41884379059888
51,sell,98.66820087321983
51,buy,97.41884379059888
52,sell,99.51863403868279
52,sell,99.51863403868279
52,buy,98.25393465437025
52,buy,98.25393465437025
53,buy,98.22334803146269
53,sell,99.48347040051736
53,buy,98.22334803146269
53,buy,98.22334803146269
53,sell,99.48347040051736
53,buy,98.22334803146269
55,sell,100.68576995225565
55,buy,99.52180907206723
56,buy,99.58270050120082
56,sell,100.73941188933752
56,sell,100.73941188933752
56,sell,100.73941188933752
57,sell,101.13794083467843
57,sell,101.13794083467843
57,buy,100.01431702685872
57,sell,101.13794083467843
58,buy,100.54141645678118
58,buy,100.54141645678118
58,buy,100.54141645678118
59,buy,99.66804999916043
59,sell,100.95325978397072
59,sell,100.95325978397072
59,sell,100.95325978397072
59,sell,100.95325978397072
61,sell,100.75816570596864
62,buy,98.73790340342248
62,sell,99.96424794278786
63,buy,98.3062779146703
64,buy,98.32211660103549
64,buy,98.32211660103549
64,buy,98.32211660103549
65,buy,97.69955793907077
65,buy,97.69955793907077
66,buy,97.66831437373128
66,sell,98.80299053951103
68,sell,98.54598584305447
69,buy,97.33772060368561
69,buy,97.33772060368561
70,buy,96.91353295604651
70,buy,96.91353295604651
70,buy,96.91353295604651
71,buy,97.03715806673785
71,sell,98.12793582066556
71,buy,97.03715806673785
72,sell,97.90070128282271
72,buy,96.80813658864356
72,buy,96.80813658864356
72,buy,96.80813658864356
73,buy,97.29337202095886
74,buy,96.62190429159841
74,buy,96.62190429159841
74,sell,97.83183097886115
74,buy,96.62190429159841
75,buy,96.57163896889324
76,buy,96.74491838008025
76,sell,97.95550141169842
76,sell,97.95550141169842
76,sell,97.95550141169842
77,buy,96.34815410178913
77,sell,97.50158372618574
78,buy,96.39258502509054
78,buy,96.39258502509054
79,buy,96.0150595269719
79,sell,97.13647768658225
80,sell,97.07649572419196
80,sell,97.07649572419196
80,buy,95.98066973932681
80,buy,95.98066973932681
81,buy,95.94201992945686
81,sell,97.02925228434411
83,buy,95.6109897622446
83,sell,96.70563682674654
84,buy,94.95995018665697
85,sell,96.32018214149309
85,sell,96.32018214149309
85,sell,96.32018214149309
85,sell,96.32018214149309
86,buy,95.5275558281132
86,sell,96.75742434510566
86,buy,95.5275558281132
87,sell,97.83895754472128
88,buy,95.96900160251009
89,sell,97.18187761096496
89,buy,95.88333131251198
90,buy,96.4027578106472
90,sell,97.70083986856436
91,sell,97.90465889382746
91,sell,97.90465889382746
92,buy,96.59711037699876
92,buy,96.59711037699876
92,sell,97.72651237728601
92,sell,97.72651237728601
95,buy,97.00227274056587
95,sell,98.20800573902841
97,buy,97.15190100203796
98,sell,98.50742952100855
98,buy,97.38247368791089
98,buy,97.38247368791089
99,buy,97.97716008561115
99,buy,97.97716008561115
99,buy,97.97716008561115
99,sell,99.13625189126326
99,buy,97.97716008561115
